,day_year,day_week,week,borough,fhv,2019_night,2019_morn,2019_arvo,2019_even,2020_night,2020_morn,2020_arvo,2020_even,borough_case_count,borough_probable_case_count,borough_hospitalized_count,borough_death_count,borough_probable_death_count,borough_case_count_7day_avg,borough_all_case_count_7day_avg,borough_hospitalized_count_7day_avg,borough_death_count_7day_avg,borough_all_death_count_7day_avg,stadium_capcity,restaurants,high_schools,indoor_religious,phase_1
1798,211,3,30,4,0,0.0,0.0,0.6657298105782764,0.0,0.0,0.32663425997828094,0.32663425997828094,0.0,1.0971887003649488,0.0,0.0,0.0,0.0,1.1562690064065475,1.1562690064065475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1799,211,3,30,4,1,1.9273229429073346,2.115145784506266,2.136591992395737,2.087877879967362,1.906015314226364,2.0634183755298072,2.1145390329134477,2.064093782113058,1.0971887003649488,0.0,0.0,0.0,0.0,1.1562690064065475,1.1562690064065475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1800,212,4,30,0,0,1.4964725796851872,1.8441250182002895,1.8325775025019817,1.782180297633095,1.1811431408094568,1.4626737779454593,1.5271796258079011,1.4964725796851872,1.4431723270012284,0.47588499532711054,0.32663425997828094,0.0,0.0,1.4431723270012284,1.4563938230443614,0.6657298105782764,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1801,212,4,30,0,1,2.239937610303025,2.3553316120137833,2.349204487112616,2.3558587009564524,2.259876312154005,2.329078797578518,2.3630085417965896,2.357565170940132,1.4431723270012284,0.47588499532711054,0.32663425997828094,0.0,0.0,1.4431723270012284,1.4563938230443614,0.6657298105782764,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1802,212,4,30,1,0,1.9540252724326073,2.0316382299869296,2.0580676124148045,2.149781281127445,1.3425100134968837,1.5495881581091657,1.7251081588580128,1.7064536073163994,1.4885839460327333,0.0940478276166991,0.6657298105782764,0.0940478276166991,0.0,1.4717169160496426,1.4885839460327333,0.834032445247956,0.0,0.0940478276166991,0.0,0.0,0.0,0.0,0.0
1803,212,4,30,1,1,2.324215772824435,2.4128521573286488,2.416309079873776,2.4404567506912374,2.299465618084317,2.378434277160517,2.4152254264750694,2.410508787364931,1.4885839460327333,0.0940478276166991,0.6657298105782764,0.0940478276166991,0.0,1.4717169160496426,1.4885839460327333,0.834032445247956,0.0,0.0940478276166991,0.0,0.0,0.0,0.0,0.0
1804,212,4,30,2,0,2.267438784571704,2.4225528357329287,2.430209764071964,2.4507551667562697,1.9042202973877287,2.2353407744538374,2.2733709747037785,2.215645911367311,1.4289675858306226,0.32663425997828094,0.834032445247956,0.0,0.0,1.4252465486463906,1.436201191916192,0.5831980807826592,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1805,212,4,30,2,1,2.3483778229644585,2.4537359625334227,2.454947352130112,2.4824571028357605,2.2747448100989396,2.3945302642240365,2.4168250566825797,2.413493441961686,1.4289675858306226,0.32663425997828094,0.834032445247956,0.0,0.0,1.4252465486463906,1.436201191916192,0.5831980807826592,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1806,212,4,30,3,0,1.872000568073129,1.963196992799619,1.9897748467654632,2.0595294527304104,1.224127540701542,1.5761462244678353,1.7086424843059957,1.6852181727139932,1.4214526816086592,0.0,0.5831980807826592,0.47588499532711054,0.0,1.4717169160496426,1.4912513280732116,0.834032445247956,0.0940478276166991,0.0940478276166991,0.0,0.0,0.0,0.0,0.0
1807,212,4,30,3,1,2.2749289210763988,2.374278985479608,2.3731806882758217,2.382594342710603,2.2335755015746646,2.332763382385802,2.360404253976223,2.346184418473907,1.4214526816086592,0.0,0.5831980807826592,0.47588499532711054,0.0,1.4717169160496426,1.4912513280732116,0.834032445247956,0.0940478276166991,0.0940478276166991,0.0,0.0,0.0,0.0,0.0
1808,212,4,30,4,0,0.0,0.47588499532711054,0.0,0.0,0.0,0.0,0.0,0.47588499532711054,1.1926601162848087,0.0,0.47588499532711054,0.0,0.0,1.142786806294772,1.142786806294772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1809,212,4,30,4,1,1.9525519402823188,2.1273158114590647,2.143856480435436,2.1102567086700637,1.9176009879247597,2.071537573648638,2.11157810487412,2.060972638248416,1.1926601162848087,0.0,0.47588499532711054,0.0,0.0,1.142786806294772,1.142786806294772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1810,213,5,30,0,0,1.6033822739252712,1.8656145273410973,1.830711656754555,1.8300840639548146,0.9102350933653259,1.4563938230443614,1.5642571600471569,1.5711511089688401,1.4563938230443614,0.0940478276166991,0.9102350933653259,0.0,0.0,1.4397184637016933,1.453173761903945,0.7320993680864453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1811,213,5,30,0,1,2.264996210456676,2.3570680523911878,2.358722148178279,2.377732858144718,2.2665847208695404,2.326947520125881,2.347419838436245,2.359511212222025,1.4563938230443614,0.0940478276166991,0.9102350933653259,0.0,0.0,1.4397184637016933,1.453173761903945,0.7320993680864453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1812,213,5,30,1,0,2.0073631581671663,2.024998204352332,2.0522914017097147,2.1229056302241527,1.3308317646057786,1.562489821742864,1.729592297654431,1.7907525336563095,1.4397184637016933,0.32663425997828094,0.9102350933653259,0.0,0.0,1.4563938230443614,1.4746366515748413,0.834032445247956,0.0940478276166991,0.0940478276166991,0.0,0.0,0.0,0.0,0.0
1813,213,5,30,1,1,2.3471174377755433,2.411657316547723,2.4223928376704764,2.456343855086928,2.310590734097198,2.380163793453431,2.410153355765052,2.4226922958133468,1.4397184637016933,0.32663425997828094,0.9102350933653259,0.0,0.0,1.4563938230443614,1.4746366515748413,0.834032445247956,0.0940478276166991,0.0940478276166991,0.0,0.0,0.0,0.0,0.0
1814,213,5,30,2,0,2.313647000042197,2.4093678190794745,2.420630258434565,2.4318684333435754,1.9399565174958335,2.2197496693417396,2.2630051724612352,2.2334047838626363,1.3835365735581087,0.0940478276166991,0.47588499532711054,0.0,0.0,1.396999671219974,1.4096066464289525,0.47588499532711054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1815,213,5,30,2,1,2.374741956715625,2.449704294860476,2.458269475772375,2.4895339813024515,2.2915904299616034,2.3942182644747527,2.4064382336910652,2.416062055723555,1.3835365735581087,0.0940478276166991,0.47588499532711054,0.0,0.0,1.396999671219974,1.4096066464289525,0.47588499532711054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1816,213,5,30,3,0,1.9244216194303279,1.9651085808408721,1.9958144885909959,2.0531423451262834,1.2763452613426045,1.5976977501549372,1.710084571056691,1.736981621182782,1.4626737779454593,0.0940478276166991,0.874591382923689,0.0,0.0,1.4595599466308458,1.4775113193551406,0.7871950081766445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1817,213,5,30,3,1,2.296544008795399,2.37674493685132,2.3816710208203142,2.401786767031577,2.2459217238536957,2.3400901181739235,2.361826709030662,2.364172098709838,1.4626737779454593,0.0940478276166991,0.874591382923689,0.0,0.0,1.4595599466308458,1.4775113193551406,0.7871950081766445,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1818,213,5,30,4,0,0.0,0.0940478276166991,0.0,0.0,0.0,0.0,0.0,0.5831980807826592,1.2036341000246709,0.0940478276166991,0.0,0.0,0.0,1.142786806294772,1.1562690064065475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1819,213,5,30,4,1,2.003528590902865,2.1286040454661097,2.1464561716219586,2.140715997784527,1.9211360864955154,2.0711317199009582,2.107141768563896,2.0822586881672827,1.2036341000246709,0.0940478276166991,0.0,0.0,0.0,1.142786806294772,1.1562690064065475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1820,214,6,30,0,0,1.6255876731852767,1.7878101658686156,1.7848061328903184,1.7848061328903184,1.2684529660545276,1.4397184637016933,1.5293379817722996,1.5417646344281224,1.1690321758870559,0.0940478276166991,0.7871950081766445,0.5831980807826592,0.0,1.4252465486463906,1.4397184637016933,0.7320993680864453,0.0,0.0,0.0,0.0,0.0,0.0,0.0
