,week_of_year,day_of_week,PU_borough_code,DO_borough_code,part_of_day,count
0,22,1,0,2,3,4
1,22,2,4,4,0,4
2,22,3,0,1,1,69
3,22,3,1,2,1,175
4,22,5,0,0,0,59
5,22,6,1,3,1,37
6,23,5,3,3,2,1149
7,24,1,1,0,2,36
8,24,1,1,2,3,20
9,24,3,2,0,0,6
10,24,4,0,0,1,743
11,24,5,3,4,2,1
12,24,6,0,0,3,40
13,25,0,1,3,3,9
14,25,6,2,1,3,14
15,22,1,3,0,2,29
16,22,5,3,1,1,88
17,23,0,1,2,1,4
18,23,2,4,4,0,8
19,23,5,0,0,0,79
20,23,5,0,0,1,736
21,23,6,0,2,0,7
22,24,0,3,3,0,656
23,24,3,3,1,0,13
24,24,3,4,1,0,1
25,24,4,1,0,3,4
26,24,5,2,1,3,28
27,25,4,2,0,2,100
28,25,4,1,0,3,1
29,25,5,1,3,3,21
30,21,6,4,3,2,1
31,22,2,0,2,2,58
32,22,5,0,0,3,61
33,23,2,0,0,0,74
34,24,1,1,0,0,2
35,24,3,2,3,0,15
36,22,0,3,2,0,11
37,22,1,0,3,1,42
38,22,6,2,2,0,30
39,23,4,0,1,2,46
40,24,1,3,2,2,54
41,24,2,2,4,2,4
42,24,3,1,1,2,540
43,24,4,4,2,3,2
44,26,0,2,4,3,1
45,23,2,2,1,2,156
46,24,1,2,2,2,319
47,24,1,2,2,3,180
48,25,2,4,1,1,8
49,25,3,3,1,2,62
50,25,3,2,2,3,182
51,22,1,1,3,3,16
52,22,2,0,4,1,1
53,22,5,1,0,2,38
54,24,0,2,3,3,9
55,24,0,0,0,3,20
56,24,3,0,0,2,560
57,24,5,2,2,0,35
58,24,5,0,3,3,2
59,24,6,2,0,1,46
60,25,0,2,2,2,40
61,25,2,4,4,0,12
62,25,2,2,3,1,70
63,25,5,3,2,3,11
64,21,6,0,3,0,1
65,22,0,2,4,1,1
66,22,3,0,3,1,37
67,22,4,0,4,2,1
68,23,3,1,0,2,37
69,24,1,2,3,3,40
70,24,2,2,2,0,59
71,24,5,3,2,2,45
72,26,0,1,0,2,3
73,22,2,2,1,2,138
74,22,5,0,3,2,26
75,22,6,1,2,2,22
76,22,6,2,3,2,50
77,23,2,2,3,1,87
78,23,6,4,4,3,61
79,24,2,1,0,3,3
80,24,6,3,2,0,7
81,24,6,2,3,1,38
82,25,0,3,3,0,663
83,25,0,0,2,0,1
84,25,1,4,2,1,6
85,25,2,4,1,0,1
86,25,3,1,0,1,65
87,25,4,1,0,1,70
88,25,5,3,2,0,9
89,25,5,2,2,1,262
90,25,6,1,2,3,7
