,week_of_year,day_of_week,PU_borough_code,DO_borough_code,part_of_day,count
0,26,1,4,0,0,2
1,26,2,0,1,2,71
2,26,4,2,2,1,20329
3,26,4,4,2,2,29
4,27,6,2,1,0,7025
5,28,0,0,4,0,1
6,28,2,3,3,3,16378
7,29,1,4,0,2,2
8,29,2,0,4,1,3
9,29,4,3,4,3,10
10,29,6,0,4,2,1
11,30,2,4,3,3,7
12,26,4,3,1,2,3403
13,26,5,2,3,1,783
14,26,5,3,3,3,20102
15,26,6,2,2,0,18025
16,27,0,3,1,0,2505
17,27,0,0,2,2,2836
18,27,4,1,4,2,105
19,27,5,2,3,3,4188
20,28,1,4,4,1,1659
21,28,1,2,3,3,3447
22,28,2,2,1,1,2036
23,28,4,1,3,0,1005
24,28,6,3,4,0,9
25,29,1,4,4,1,1699
26,29,2,3,3,0,5357
27,29,5,0,4,1,1
28,29,6,2,2,1,32074
29,29,6,4,3,1,8
30,29,6,0,0,3,19000
31,26,1,0,0,3,12978
32,27,0,3,0,1,219
33,27,6,1,1,2,41390
34,28,1,3,1,0,966
35,28,6,3,4,2,11
36,29,0,0,2,3,2970
37,29,1,4,3,1,9
38,29,5,3,3,1,19006
39,29,5,3,1,2,2015
40,30,2,4,2,2,31
41,30,3,1,1,0,9238
42,26,1,3,0,1,333
43,27,0,1,2,0,3320
44,27,0,3,2,1,1943
45,27,0,0,0,3,13668
46,27,2,1,1,3,30580
47,27,5,1,0,1,113
48,28,1,1,2,2,2929
49,28,1,4,3,2,6
50,29,3,1,0,2,87
51,29,3,0,0,3,13723
52,29,3,4,3,3,5
53,29,5,1,4,0,55
54,26,1,1,0,1,122
55,26,4,2,0,1,1416
56,26,6,4,3,1,9
57,27,3,0,1,2,105
58,27,5,3,1,3,3525
59,27,6,0,1,2,241
60,28,6,1,3,0,3198
61,29,2,2,2,3,60649
62,29,3,2,3,1,1099
63,30,3,2,2,3,63323
64,26,5,1,1,2,30472
65,27,1,2,4,3,82
66,27,3,1,1,3,34063
67,27,4,1,1,3,45730
68,27,5,4,0,0,1
69,27,6,3,0,0,442
70,28,2,3,3,0,5193
71,28,2,3,0,3,329
72,28,4,2,3,3,4451
73,29,0,2,4,0,69
74,29,3,2,0,0,1525
75,29,6,2,0,3,4902
76,30,0,1,1,2,39172
77,30,1,4,0,3,1
78,30,3,4,1,3,97
79,26,3,2,2,0,11418
80,26,3,4,2,1,53
81,26,4,1,0,2,128
82,26,6,3,2,1,1864
83,26,6,2,3,3,2595
84,27,0,0,4,2,1
85,27,2,2,2,0,9243
86,27,3,0,0,1,13770
87,27,4,2,1,0,3156
88,28,2,4,3,2,7
89,28,4,4,1,2,115
90,28,4,0,0,3,13763
91,29,1,1,1,3,39602
92,29,4,2,1,1,2164
93,30,0,2,2,1,26976
94,30,0,1,1,1,20940
95,30,1,4,0,1,1
96,30,2,0,2,3,2771
97,26,1,4,0,1,2
98,26,3,2,0,2,2144
99,27,0,0,2,1,2378
100,27,1,1,2,2,2518
101,27,4,0,0,3,15898
102,28,2,2,0,0,1352
103,28,3,2,4,0,26
104,28,6,4,3,1,12
105,29,1,1,2,3,3697
106,29,2,0,4,2,2
107,29,4,0,0,3,14385
108,29,6,2,3,3,3874
109,30,0,1,4,0,166
110,30,0,0,4,0,4
111,30,0,0,1,1,156
112,30,3,4,1,2,115
113,26,2,1,2,1,5274
114,26,2,3,0,2,224
115,26,5,1,4,2,109
116,26,5,4,1,2,137
117,27,0,3,2,2,2175
118,27,1,4,4,1,1693
119,27,3,2,1,1,2168
120,27,4,1,4,1,88
121,27,5,1,3,2,1976
122,28,1,4,3,3,7
123,28,2,3,4,1,7
124,28,5,1,4,3,166
125,29,1,2,1,2,3782
126,29,3,1,3,2,1566
127,29,5,4,4,1,1824
128,29,5,4,2,1,43
129,29,5,2,4,1,23
130,30,1,2,1,0,1957
131,30,1,1,4,2,93
132,30,2,2,1,1,2032
133,26,1,0,0,1,13451
134,26,4,2,1,1,1552
135,26,5,3,3,0,11484
136,27,0,0,0,0,9719
137,27,0,2,3,1,1053
138,27,1,3,1,3,1742
139,27,2,0,2,0,845
140,27,3,3,3,3,16106
141,27,4,0,2,3,2351
142,27,5,3,3,2,19575
143,27,6,3,4,0,17
144,28,0,3,3,2,19670
145,28,1,0,3,3,373
146,28,2,2,2,3,60471
147,28,5,0,4,1,2
148,29,1,2,0,0,1645
149,29,6,4,2,1,35
150,30,0,3,3,2,20406
151,30,2,1,0,2,93
152,26,3,2,2,2,41785
153,26,6,2,4,1,25
154,27,0,4,4,3,1119
155,27,4,4,4,3,1696
156,27,5,0,0,2,15415
157,27,5,4,2,2,48
158,28,1,2,4,0,26
159,28,5,4,3,1,14
160,29,0,2,0,2,2943
161,29,1,3,1,3,2319
162,29,3,0,1,0,76
163,29,4,2,2,0,14009
164,29,4,3,1,3,2560
165,29,5,1,2,1,5845
166,29,5,4,1,3,200
167,29,6,1,2,3,9270
168,26,2,4,4,3,1384
169,26,2,0,2,3,2201
170,26,3,3,1,1,1737
171,26,4,4,4,1,955
172,26,6,3,1,2,2472
173,26,6,4,0,2,2
174,27,0,1,2,2,4184
175,27,3,1,2,2,3331
176,27,4,3,2,1,2479
177,28,0,1,2,0,5841
178,29,1,4,4,0,441
179,29,1,0,1,0,78
180,29,2,1,1,3,32139
181,30,0,2,3,1,1565
