,week_of_year,day_of_week,PU_borough_code,DO_borough_code,part_of_day,count
0,35,2,0,2,2,2057
1,35,3,3,3,1,17434
2,36,4,3,0,2,249
3,37,2,2,4,3,167
4,38,1,3,3,0,5478
5,38,1,0,1,2,112
6,38,2,0,0,3,11626
7,38,5,0,2,1,3268
8,38,5,1,1,2,32835
9,38,5,0,3,2,333
10,38,5,0,4,3,2
11,35,1,1,4,2,100
12,35,2,0,3,0,141
13,35,3,1,0,3,170
14,35,4,3,2,0,1356
15,35,5,2,0,3,4406
16,35,6,1,4,1,105
17,36,0,4,1,1,98
18,36,2,2,3,0,1357
19,36,4,3,0,0,161
20,37,6,4,1,0,83
21,38,0,2,2,2,55045
22,38,5,4,4,1,1942
23,39,1,0,4,1,2
24,35,0,4,0,2,1
25,35,0,3,3,3,19888
26,35,0,1,1,3,41105
27,35,2,4,4,0,391
28,35,6,1,0,2,177
29,36,1,0,2,2,1979
30,36,1,4,1,2,101
31,36,3,0,1,0,72
32,36,3,3,3,1,17947
33,37,0,0,3,0,382
34,37,6,4,1,2,178
35,38,5,1,1,1,30227
36,35,3,1,4,1,91
37,35,4,0,2,0,830
38,35,4,1,0,1,138
39,36,0,2,1,3,6843
40,36,1,2,2,1,44669
41,36,2,0,1,1,127
42,36,4,0,4,3,2
43,37,4,3,0,2,282
44,37,5,1,1,1,30592
45,37,5,1,1,2,33662
46,37,6,2,1,1,3011
47,38,1,0,4,2,2
48,38,2,3,2,1,2294
49,38,5,3,2,3,2481
50,38,6,1,1,2,40655
51,39,0,4,4,1,1093
52,39,0,3,2,1,2293
53,35,3,2,2,1,46329
54,35,3,1,2,1,6291
55,35,3,4,0,2,1
56,35,5,2,0,0,1651
57,35,5,0,1,0,71
58,35,6,4,3,0,7
59,36,1,3,2,2,1421
60,36,3,0,0,1,14736
61,36,5,3,0,1,340
62,37,0,1,0,0,336
63,37,0,3,4,0,12
64,37,0,3,4,1,11
65,37,3,1,0,0,78
66,37,6,1,2,1,5380
67,38,1,4,3,1,14
68,38,3,0,1,0,70
69,38,4,2,1,0,3082
70,38,6,4,0,2,3
71,35,2,1,0,1,108
72,35,6,0,0,3,17899
73,36,2,0,0,0,3469
74,36,4,3,2,2,1523
75,36,6,0,1,3,331
76,37,3,0,3,0,130
77,37,6,1,3,0,2986
78,37,6,0,2,3,4109
79,38,1,1,0,0,101
80,38,2,2,1,1,2163
81,38,3,2,2,0,10675
82,38,4,1,3,3,2772
83,38,6,3,4,1,9
84,38,6,4,4,2,2128
85,39,0,0,2,1,2664
86,35,1,1,2,2,3732
87,35,1,0,2,2,2050
