,week_of_year,day_of_week,PU_borough_code,DO_borough_code,part_of_day,count
0,13,1,1,2,1,94
1,13,3,0,3,0,1
2,13,3,1,1,2,265
3,15,1,4,4,1,248
4,15,4,2,4,0,1
5,15,6,0,2,1,47
6,15,6,1,3,3,31
7,17,1,3,0,1,26
8,13,1,4,2,2,1
9,14,0,1,1,1,153
10,14,1,1,2,2,39
11,14,2,3,4,2,1
12,14,3,0,0,3,121
13,15,1,4,1,1,9
14,16,2,3,0,2,27
15,16,3,4,2,0,3
16,16,4,4,1,1,10
17,16,5,1,3,2,40
18,16,5,1,0,3,1
19,17,2,1,0,2,24
20,13,1,1,4,2,4
21,14,3,1,4,1,2
22,15,0,0,0,1,117
23,15,4,1,3,0,6
24,15,4,2,1,2,99
25,15,5,1,2,0,7
26,15,6,3,1,2,47
27,16,2,3,1,0,12
28,16,3,2,3,2,72
29,16,5,3,3,1,929
30,16,6,2,4,3,2
31,13,1,4,4,1,224
32,13,2,3,0,0,2
33,14,0,2,4,1,1
34,14,0,3,0,2,7
35,14,6,2,3,3,14
36,14,6,0,1,3,3
37,15,2,1,2,0,5
38,15,3,2,2,1,254
39,16,1,1,0,3,2
40,16,2,3,0,1,18
41,16,4,2,3,0,10
42,16,6,0,2,3,5
43,17,1,1,3,3,18
44,17,2,1,2,2,45
45,13,2,0,4,3,2
46,13,3,3,1,0,19
47,13,5,0,3,2,19
48,14,0,3,1,1,60
49,14,2,3,2,1,99
50,15,0,0,4,2,1
51,15,4,4,3,1,1
52,15,6,1,2,1,40
53,16,1,3,0,2,38
54,16,3,3,2,3,13
55,13,4,0,2,1,159
56,13,4,1,4,3,1
57,13,6,3,3,0,453
58,14,2,2,0,3,24
59,14,4,4,4,1,251
60,15,2,0,1,1,46
61,15,2,4,2,1,11
62,15,4,2,2,3,193
63,15,5,3,3,1,864
64,15,5,2,2,2,164
65,16,0,3,3,0,581
66,16,0,3,2,2,20
67,16,5,1,4,2,4
68,17,2,1,2,3,5
69,13,1,2,1,0,4
70,13,2,2,0,2,78
71,13,4,3,3,3,506
72,14,1,2,4,3,10
73,14,2,0,2,3,4
74,14,5,0,3,0,2
75,15,2,3,1,3,36
76,15,4,3,4,2,1
77,16,3,1,2,0,10
78,16,6,0,0,0,95
79,16,6,0,3,1,8
80,16,6,0,4,1,8
81,13,3,2,2,0,44
82,13,4,1,1,0,31
83,13,4,2,3,2,60
84,13,6,3,0,0,2
85,14,5,0,1,1,51
86,15,2,3,2,2,39
87,15,5,1,3,2,37
88,15,5,2,4,2,6
89,17,2,3,3,0,185
90,13,2,4,0,2,9
91,14,0,0,2,2,7
92,14,2,3,3,0,289
93,15,6,2,4,1,1
94,16,0,3,0,1,1
95,16,3,0,3,3,2
96,17,1,4,4,3,60
97,13,2,1,0,1,34
98,13,3,1,4,1,3
99,14,0,2,0,1,1
100,14,4,3,2,1,96
101,14,4,2,2,3,110
102,14,6,2,1,0,11
103,14,6,2,3,2,33
104,15,2,2,1,0,13
105,16,3,3,2,1,95
106,16,3,4,2,3,1
107,16,4,2,0,1,66
108,13,4,0,3,1,28
109,14,1,4,4,1,214
110,14,2,0,2,1,121
111,14,2,1,4,2,4
112,15,2,1,4,3,2
113,15,4,1,0,3,9
114,16,0,1,2,2,9
115,16,2,1,4,2,7
116,16,4,0,0,0,100
117,16,4,1,4,2,10
118,16,5,1,1,0,32
119,17,0,0,3,1,2
120,17,1,3,1,2,62
121,13,1,3,3,3,501
122,13,2,1,4,2,2
123,13,3,4,3,1,2
124,13,4,2,1,1,42
125,13,6,2,0,2,22
126,14,3,4,0,1,1
127,14,5,2,2,0,23
128,15,1,3,3,0,373
129,15,1,0,2,2,59
130,15,3,4,0,1,1
131,15,3,4,0,2,12
132,15,4,3,1,3,36
133,15,5,3,2,3,12
134,16,0,2,2,1,23
135,16,3,0,1,0,1
136,16,6,1,2,3,5
137,17,0,1,3,2,24
138,14,3,1,2,2,39
139,14,5,1,3,3,29
140,15,0,3,0,1,4
141,15,4,3,0,3,3
142,15,5,1,2,3,5
143,16,2,2,0,0,9
144,16,6,3,0,2,14
145,13,2,0,1,3,2
146,13,3,1,2,0,7
147,13,6,0,3,1,17
148,14,2,1,3,1,39
149,14,5,3,0,0,2
150,15,0,1,2,3,1
151,15,1,3,1,1,78
152,15,3,4,4,0,6
153,15,3,3,0,1,24
154,15,6,1,1,2,114
155,16,2,4,4,3,93
156,16,4,1,1,2,376
157,13,1,2,0,3,20
158,13,2,3,2,3,10
159,13,4,1,0,3,5
160,14,2,0,2,0,10
161,14,4,1,4,3,1
162,15,0,2,4,1,2
163,15,2,4,1,1,9
164,15,3,2,1,2,94
165,16,1,2,4,2,9
166,16,2,4,2,2,3
167,16,6,1,3,1,36
168,17,2,0,1,2,20
169,13,1,3,2,3,10
170,13,2,0,1,1,35
171,13,5,1,2,2,36
172,13,6,4,0,1,2
173,14,1,3,2,3,6
174,14,3,4,4,3,62
175,14,4,1,0,2,17
176,14,4,1,0,3,2
177,15,3,0,2,2,48
178,15,4,2,4,3,6
179,15,5,3,2,1,87
180,15,5,2,0,1,56
181,15,5,2,4,3,5
182,16,0,2,1,0,2
183,17,1,0,2,2,43
184,13,1,0,0,3,112
185,13,2,3,1,1,72
186,13,5,3,0,3,3
187,14,1,0,0,0,82
188,14,4,0,3,3,1
189,14,6,0,3,1,19
190,15,3,1,0,0,1
191,15,5,3,2,2,44
192,16,0,2,0,1,8
193,16,3,2,1,1,73
194,16,3,0,2,1,99
195,16,4,2,0,0,9
196,17,0,1,4,0,1
197,17,0,4,4,2,152
198,17,2,3,2,0,4
199,17,2,4,4,1,241
200,17,2,1,2,1,108
201,13,4,3,3,1,1054
202,13,5,1,1,3,59
203,14,3,0,2,0,6
204,14,4,1,2,0,6
205,14,5,2,4,1,4
206,15,0,2,0,2,8
207,15,1,1,2,0,3
208,15,1,4,2,3,1
209,15,5,2,3,1,57
210,16,1,2,1,0,2
211,16,3,1,2,1,135
212,16,4,2,0,3,17
213,13,1,0,4,1,9
214,13,2,1,3,1,41
215,14,3,2,4,2,6
216,14,5,0,4,2,4
217,15,4,0,3,1,25
218,16,4,2,4,3,8
219,17,0,2,2,0,13
220,17,0,2,2,1,42
221,13,3,0,1,0,3
222,13,4,2,2,1,253
223,13,4,2,0,1,73
224,13,4,0,0,3,106
225,14,1,0,4,1,10
226,15,0,0,0,2,67
227,15,6,1,3,2,44
228,16,1,4,4,2,201
229,16,2,4,3,2,1
230,16,2,3,0,3,4
231,16,3,2,0,3,19
232,16,5,2,0,2,69
233,13,1,2,2,1,213
234,13,5,1,3,0,9
235,13,6,0,3,2,12
236,14,4,2,4,3,7
237,14,5,1,2,1,114
238,15,2,3,2,0,10
239,15,2,3,0,3,1
240,15,3,1,2,3,7
241,15,4,1,3,1,38
242,15,5,2,2,1,169
243,15,5,2,1,3,21
244,16,0,2,4,3,1
245,16,2,1,2,0,12
246,16,2,4,1,0,1
247,16,3,2,3,3,45
248,16,4,2,2,3,171
249,16,6,0,3,0,1
250,17,2,3,0,0,1
251,17,2,0,4,3,5
252,13,3,0,0,2,567
253,13,3,3,0,2,42
254,13,5,0,3,0,2
255,14,2,0,4,1,12
256,14,3,4,1,1,5
257,14,5,2,1,3,36
258,14,6,1,4,1,3
259,15,2,2,2,1,249
260,15,3,4,2,1,8
261,15,4,2,0,1,68
262,16,1,3,0,1,20
263,16,2,0,4,3,4
264,16,5,2,4,2,4
265,16,6,2,2,3,39
266,16,6,4,4,3,86
267,17,0,4,1,1,2
268,17,0,2,2,3,35
269,13,2,0,3,0,1
270,13,2,4,1,1,3
271,13,3,4,0,0,1
272,13,5,0,2,3,2
273,13,5,2,4,3,11
274,13,6,2,4,2,3
275,14,2,1,1,2,262
276,14,5,4,4,1,277
277,15,2,0,1,3,3
278,15,3,2,2,0,52
279,15,3,3,1,1,67
280,15,5,2,4,0,2
281,16,0,0,1,3,1
282,16,0,2,1,3,6
283,16,2,3,2,1,89
284,16,3,2,0,2,70
285,16,5,0,0,2,517
286,16,6,0,2,1,51
287,16,6,0,1,2,17
288,16,6,0,4,3,6
289,17,0,0,0,3,48
290,13,1,2,2,3,127
291,13,2,1,2,2,35
292,13,5,0,1,2,34
293,13,6,4,2,0,1
294,14,2,3,3,2,903
295,14,3,3,3,1,1052
296,15,0,2,0,3,4
297,15,2,1,2,3,11
298,15,3,0,3,0,2
299,15,4,0,2,1,121
300,16,1,3,2,0,18
301,16,5,1,4,3,1
