,week_of_year,day_of_week,PU_borough_code,DO_borough_code,part_of_day,count
0,35,2,0,2,2,67
1,35,3,3,3,1,1032
2,36,4,3,0,2,27
3,36,6,4,0,0,4
4,37,2,2,4,3,20
5,38,1,3,3,0,339
6,38,1,0,1,2,30
7,38,2,0,0,3,78
8,38,5,0,2,1,186
9,38,5,1,1,2,487
10,38,5,0,3,2,28
11,38,5,0,4,3,5
12,35,2,0,3,0,3
13,35,3,1,0,3,3
14,35,4,3,2,0,23
15,35,5,2,0,3,53
16,35,6,1,4,1,7
17,36,0,4,1,1,4
18,36,2,2,3,0,36
19,37,6,4,1,0,1
20,38,0,2,2,2,71
21,38,5,4,4,1,255
22,39,1,0,4,1,13
23,35,0,3,3,3,567
24,35,0,1,1,3,65
25,35,2,4,4,0,45
26,35,6,1,0,2,9
27,36,1,0,2,2,68
28,36,1,4,1,2,5
29,36,3,0,1,0,3
30,36,3,3,3,1,1011
31,38,5,1,1,1,639
32,35,3,1,4,1,3
33,35,4,0,2,0,11
34,35,4,1,0,1,82
35,36,0,2,1,3,20
36,36,1,2,2,1,440
37,36,2,0,1,1,79
38,36,4,0,4,3,6
39,37,4,3,0,2,35
40,37,5,1,1,1,578
41,37,5,1,1,2,543
42,37,6,2,1,1,64
43,38,1,0,4,2,2
44,38,2,3,2,1,152
45,38,5,3,2,3,19
46,38,6,1,1,2,294
47,39,0,4,4,1,122
48,39,0,3,2,1,33
49,35,3,2,2,1,433
50,35,3,1,2,1,218
51,35,3,4,0,2,16
52,35,5,2,0,0,13
53,36,1,3,2,2,75
54,36,3,0,0,1,1039
55,36,5,3,0,1,35
56,37,3,1,0,0,2
57,37,6,1,2,1,90
58,38,1,4,3,1,1
59,38,3,0,1,0,4
60,38,4,2,1,0,44
61,38,4,4,0,0,4
62,38,6,4,0,2,12
63,35,2,1,0,1,72
64,35,6,0,0,3,30
65,36,2,0,0,0,72
66,36,4,3,2,2,63
67,37,3,0,3,0,3
68,37,6,1,3,0,26
69,37,6,0,2,3,2
70,38,1,1,0,0,1
71,38,2,2,1,1,106
72,38,3,2,2,0,86
73,38,4,1,3,3,18
74,38,6,3,4,1,2
75,38,6,4,4,2,171
76,39,0,0,2,1,9
77,35,1,0,2,2,9
78,35,1,1,2,2,8
79,35,4,3,3,0,271
80,35,5,2,2,3,190
81,35,6,4,0,2,13
82,36,1,1,2,3,20
83,36,3,2,3,1,105
84,36,4,0,3,1,42
85,36,5,1,2,2,54
86,37,1,0,1,1,86
87,37,5,2,3,3,66
88,37,6,4,3,1,1
89,38,5,2,3,2,99
90,39,0,2,3,3,25
91,39,1,0,1,3,2
92,35,3,1,4,3,1
93,35,4,3,0,1,31
94,36,0,2,2,3,83
95,36,1,2,1,2,149
96,36,2,1,3,0,10
97,36,5,2,4,1,6
98,36,6,3,3,2,821
99,37,0,4,4,2,113
100,37,1,1,0,3,3
101,37,5,3,1,0,26
102,38,3,2,3,3,117
103,38,5,0,3,3,1
104,38,6,0,0,1,355
105,35,2,2,1,1,110
106,35,3,0,0,3,84
107,36,0,3,3,3,540
108,36,0,1,4,3,1
109,36,4,2,2,1,503
110,36,5,1,3,2,60
111,36,6,0,3,2,18
112,37,1,2,0,1,112
113,37,2,3,2,2,67
114,37,5,1,0,1,96
115,37,6,3,2,1,70
116,37,6,4,2,1,7
117,38,1,0,3,0,3
118,38,2,0,0,2,696
119,38,4,1,3,0,14
120,38,4,1,0,0,2
121,38,6,3,1,3,73
122,39,1,4,1,1,10
123,35,5,3,4,1,2
124,35,6,1,2,1,103
125,36,0,4,1,0,1
126,36,1,1,1,2,704
127,36,2,4,3,2,2
128,36,4,2,0,2,114
129,36,5,4,1,0,2
130,36,6,3,3,0,424
131,37,0,2,1,0,11
132,37,1,3,4,1,2
133,37,4,0,2,2,90
134,38,3,3,3,2,1115
135,38,4,1,0,1,90
136,35,3,1,1,1,701
137,35,6,0,2,1,61
138,36,4,1,1,0,61
139,36,5,2,3,1,93
140,37,2,2,1,1,107
141,37,2,1,3,2,83
142,37,3,4,4,2,206
143,37,6,2,4,1,9
144,37,6,4,2,2,3
145,38,5,3,0,3,6
146,35,0,2,0,3,7
147,35,3,3,0,0,3
148,35,4,0,4,2,1
149,36,2,3,1,0,22
150,37,0,4,2,2,1
151,37,0,3,0,2,2
152,37,1,2,2,0,39
153,38,1,2,4,1,5
154,38,4,2,2,2,396
155,38,5,2,1,0,34
156,39,1,0,1,1,77
157,35,2,1,1,0,39
158,35,6,1,1,3,111
159,36,1,2,4,2,9
160,36,2,3,3,3,504
161,36,4,4,2,0,2
162,36,6,4,1,1,8
163,37,1,0,0,1,1037
164,37,2,0,1,3,2
165,37,6,2,3,0,25
166,38,0,2,4,1,3
167,38,4,4,2,1,14
168,35,0,3,1,0,48
169,35,0,2,4,2,2
170,36,1,1,3,0,7
171,36,2,0,2,0,9
172,36,2,4,0,2,14
173,36,3,1,0,3,4
174,36,5,0,3,2,28
175,37,0,1,3,2,34
176,38,3,3,0,1,36
177,35,0,0,1,2,3
178,35,0,0,3,3,3
179,35,1,3,3,2,658
180,35,2,2,1,2,129
