,week_of_year,day_of_week,PU_borough_code,DO_borough_code,part_of_day,count
0,22,1,0,2,3,4
1,22,3,1,2,1,5
2,22,5,0,0,0,3
3,23,5,3,3,2,14
4,24,1,1,2,3,3
5,24,3,2,0,0,7
6,24,4,0,0,1,1
7,24,6,0,0,3,2
8,25,0,1,3,3,1
9,25,6,2,1,3,83
10,23,0,1,2,1,2
11,23,5,0,0,1,3
12,23,6,0,2,0,1
13,24,0,3,3,0,8
14,24,3,3,1,0,1
15,24,5,2,1,3,134
16,25,4,2,0,2,28
17,25,5,1,3,3,1
18,22,2,0,2,2,4
19,22,5,0,0,3,11
20,23,2,0,0,0,2
21,24,3,2,3,0,8
22,26,0,0,3,3,1
23,26,1,0,0,3,4
24,22,6,2,2,0,107
25,24,1,3,2,2,26
26,24,3,1,1,2,8
27,26,1,3,0,1,2
28,23,2,2,1,2,93
29,24,1,2,2,2,3783
30,24,1,2,2,3,1608
31,25,3,3,1,2,2
32,25,3,2,2,3,2870
33,22,5,1,0,2,1
34,24,0,2,3,3,37
35,24,0,0,0,3,1
36,24,3,0,0,2,1
37,24,5,2,2,0,242
38,24,5,0,3,3,2
39,24,6,2,0,1,19
40,25,0,2,2,2,2736
41,25,2,2,3,1,26
42,25,5,3,2,3,12
43,24,1,2,3,3,47
44,24,2,2,2,0,172
45,24,5,3,2,2,27
46,26,3,2,2,0,1
47,22,2,2,1,2,103
48,22,6,2,3,2,45
49,22,6,1,2,2,2
50,23,2,2,3,1,31
51,24,6,3,2,0,4
52,24,6,2,3,1,30
53,25,0,0,2,0,2
54,25,0,3,3,0,2
55,25,5,3,2,0,1
56,25,5,2,2,1,3634
57,25,6,1,2,3,4
58,23,4,1,2,0,1
59,23,5,2,2,3,2176
60,23,5,3,1,0,2
61,23,5,0,0,3,5
62,23,6,3,2,3,10
63,24,5,2,3,2,91
64,25,0,3,2,0,5
65,25,2,3,3,3,9
66,26,0,2,2,1,1394
67,26,2,1,2,1,12
68,26,2,3,0,2,3
69,22,1,3,1,3,5
70,22,5,1,1,1,7
71,22,6,3,2,3,23
72,23,0,2,2,1,928
73,23,1,2,0,0,9
74,23,1,3,3,2,5
75,23,3,1,2,3,6
76,24,2,0,0,0,1
77,25,5,2,3,0,16
78,25,6,1,1,0,12
79,22,3,0,0,2,3
80,22,4,3,0,2,1
81,23,5,2,1,0,10
82,24,3,3,3,2,7
83,24,6,2,3,2,71
84,25,0,0,3,1,1
85,25,2,1,1,1,8
86,22,4,1,2,3,3
87,23,6,0,3,1,1
88,24,0,2,0,1,13
89,24,0,1,2,3,4
90,24,5,1,2,2,8
91,25,4,2,2,1,4057
92,26,2,0,2,3,1
93,22,2,2,0,0,7
94,22,5,2,3,1,26
95,25,3,3,2,1,17
96,25,4,2,3,2,87
97,26,0,1,2,1,1
98,22,1,0,0,0,1
99,22,4,2,1,0,10
100,23,4,3,3,0,1
101,23,5,2,3,3,75
102,23,6,2,2,2,2864
103,24,0,2,1,1,20
104,24,1,2,1,1,40
105,24,3,0,3,3,2
106,25,4,1,1,1,3
107,25,5,3,2,1,20
108,25,6,0,0,3,1
109,26,0,3,0,0,1
110,23,1,1,3,1,1
111,23,4,3,1,1,3
112,23,5,0,2,2,4
113,24,1,3,3,1,6
114,24,3,3,1,3,1
115,24,4,3,2,3,9
116,25,3,1,3,2,2
117,26,1,3,0,3,1
118,22,1,0,0,2,2
119,22,4,3,1,2,2
120,23,0,3,3,1,2
121,24,3,2,2,3,1829
122,26,1,0,2,0,3
123,26,1,3,3,0,1
124,23,0,3,3,0,12
125,23,4,2,3,2,73
126,23,5,2,0,3,41
127,23,6,2,0,0,12
128,26,1,0,2,2,4
129,22,5,3,2,2,8
130,23,3,3,0,3,1
131,23,5,1,1,3,14
132,24,1,3,3,2,12
133,24,2,0,0,2,1
134,24,6,2,0,2,26
135,24,6,3,2,3,18
136,25,5,3,0,0,1
137,25,6,2,1,2,92
138,23,4,0,2,0,1
139,23,5,2,2,1,2844
140,23,6,0,0,0,2
141,24,3,2,2,2,4515
142,24,6,2,2,0,373
143,25,0,3,1,1,1
144,25,2,2,1,0,12
145,25,3,1,3,3,3
146,26,1,1,1,2,13
147,22,1,0,0,1,2
148,24,0,2,0,0,11
149,24,2,3,1,3,2
150,24,4,0,0,3,1
151,25,3,3,1,0,1
152,25,3,2,0,3,39
153,25,4,2,0,1,21
154,24,2,2,1,3,66
155,24,3,1,1,0,2
156,24,6,1,2,2,3
157,24,6,2,3,3,55
158,22,6,1,2,0,7
159,23,2,3,2,3,3
160,23,3,2,2,1,2853
161,23,6,2,2,3,2025
162,24,5,3,3,1,7
163,25,6,2,0,3,25
164,26,1,1,2,2,6
165,26,2,2,1,2,120
166,22,1,2,2,1,2308
167,22,2,2,1,3,68
168,22,4,1,2,0,6
169,25,6,2,1,0,48
170,25,6,2,2,3,2336
171,26,1,0,3,2,1
172,22,1,2,0,3,24
173,22,3,2,1,0,6
174,22,4,2,3,1,23
175,23,1,3,2,0,1
176,23,3,2,3,0,7
177,24,2,0,0,1,2
178,24,3,2,1,1,38
179,26,0,3,1,0,2
180,22,4,2,4,2,1
181,23,5,2,0,1,18
182,24,4,2,3,2,63
183,24,6,0,2,0,2
184,25,6,3,3,0,9
185,22,5,1,2,2,8
186,23,5,1,3,2,1
187,23,6,2,2,1,1362
188,24,5,0,0,2,2
189,22,6,2,3,0,15
190,23,4,0,0,0,2
191,23,6,3,1,2,2
192,24,6,2,2,1,1584
193,25,6,3,1,2,4
194,26,2,3,1,3,2
195,22,2,1,3,2,1
196,23,3,0,3,0,1
197,24,5,2,3,1,30
198,25,0,3,1,0,2
199,25,0,2,2,1,1125
200,22,3,0,2,2,2
201,22,4,2,0,0,7
202,23,1,1,2,0,4
203,24,0,0,0,1,1
204,24,0,1,1,2,6
205,24,4,2,2,0,194
206,24,4,1,1,0,2
207,24,6,1,1,2,7
208,25,6,2,3,0,37
209,23,0,2,2,2,2040
210,23,1,1,1,2,10
211,23,3,1,2,0,2
212,24,0,0,0,0,1
213,24,2,1,1,1,3
214,24,5,0,3,2,2
215,24,6,1,1,0,4
216,25,2,3,0,1,1
217,22,3,2,3,2,59
218,22,5,2,3,3,61
219,23,3,2,1,2,97
220,24,0,2,3,0,19
221,24,3,3,2,3,14
222,25,6,1,1,2,18
223,26,0,1,2,0,8
224,26,0,0,0,2,1
225,22,6,2,1,1,23
226,24,3,4,4,3,1
227,24,4,2,2,2,4477
228,26,0,3,3,1,6
229,26,1,2,1,1,36
230,26,2,2,3,2,71
231,22,4,2,1,2,74
232,23,1,1,1,0,5
233,24,4,0,2,2,2
234,26,0,1,3,3,2
235,22,2,2,2,2,3104
236,22,3,3,3,1,1
237,23,2,3,1,1,2
238,24,3,0,2,2,3
239,24,5,2,3,0,12
240,24,5,1,3,1,1
241,25,0,0,2,3,2
242,25,1,1,1,2,14
243,25,3,2,3,1,40
244,26,1,1,2,0,3
245,26,2,1,1,3,7
246,25,1,0,0,0,1
247,26,0,3,2,3,20
248,22,6,0,0,0,4
249,22,6,3,2,1,8
250,22,6,2,1,2,60
251,23,4,2,3,0,5
252,23,5,1,2,3,2
253,24,3,1,0,0,1
254,25,2,0,2,3,4
255,25,3,1,1,2,4
256,26,0,2,3,0,33
257,22,2,2,3,1,26
258,23,1,0,0,3,3
259,24,0,2,2,3,1318
260,24,3,2,2,1,3179
261,25,1,1,2,1,5
262,22,3,1,2,3,2
263,23,0,0,2,0,8
264,23,2,3,3,1,1
265,24,0,2,0,2,22
266,24,3,2,2,0,200
267,25,1,2,1,3,105
268,26,2,2,2,2,5610
269,23,1,2,1,2,75
270,23,3,3,0,1,2
271,24,0,3,2,0,1
272,24,1,3,3,0,1
273,24,2,1,1,2,13
274,25,2,0,0,1,2
275,25,5,3,1,1,2
276,23,1,2,1,1,39
277,23,2,1,1,3,7
278,23,4,2,2,1,3086
279,24,0,3,2,1,8
280,24,2,3,2,2,18
281,24,6,3,0,3,2
282,22,2,3,1,1,1
283,22,4,2,3,3,54
284,23,3,0,2,0,2
285,24,1,3,0,0,1
286,25,2,2,2,0,226
287,25,3,0,0,3,2
288,25,5,2,0,3,44
289,22,1,2,0,0,9
290,23,4,1,2,3,2
291,24,3,2,0,3,34
292,25,3,0,3,3,1
293,26,1,3,3,2,13
294,22,6,1,1,3,54
295,25,0,0,0,1,2
296,25,1,3,2,2,19
297,25,5,0,3,0,1
298,26,0,3,3,3,7
299,23,0,2,1,3,20
300,23,1,2,0,1,23
301,23,6,3,3,3,10
302,25,6,2,0,1,19
303,25,6,2,3,3,63
304,22,5,3,1,3,8
305,23,4,1,1,1,17
306,23,6,4,4,2,1
307,25,2,3,1,3,2
308,26,1,2,0,3,46
309,26,2,1,2,0,2
310,22,5,2,0,1,18
311,22,6,1,1,0,19
312,26,2,0,0,3,3
313,22,1,3,1,1,4
314,22,4,1,1,1,8
315,24,4,3,1,3,3
316,25,0,2,0,2,28
317,26,2,2,1,0,20
318,22,1,1,1,3,16
319,22,3,0,0,0,1
320,23,3,2,3,3,51
321,23,5,3,1,2,1
322,23,6,2,0,3,31
323,23,6,1,1,3,8
324,24,0,3,0,3,6
325,24,2,3,1,1,1
326,24,4,0,3,2,1
327,25,4,3,3,0,3
328,26,0,2,1,3,90
329,23,1,2,2,2,3502
330,23,3,2,1,1,40
331,23,4,2,0,1,19
332,24,2,2,1,1,40
333,24,4,3,1,1,2
334,24,6,3,2,2,16
335,25,0,2,1,3,47
336,26,0,3,3,0,7
337,23,1,0,2,0,3
338,24,3,2,3,1,33
339,24,4,1,2,3,5
340,25,6,2,1,1,27
341,25,6,1,1,1,3
342,22,1,3,1,2,1
343,22,4,2,2,3,1298
344,23,4,0,3,1,1
345,23,6,3,2,0,5
346,25,4,2,1,1,30
347,26,0,3,1,3,4
348,26,2,2,3,1,30
349,22,2,1,1,3,24
350,22,3,1,1,0,10
351,22,4,2,2,0,113
352,23,3,0,0,1,1
353,24,5,1,1,0,3
354,25,1,0,0,1,1
355,25,2,3,2,2,14
356,26,1,0,2,1,1
357,26,2,3,1,1,4
358,22,2,0,0,0,4
359,22,5,2,0,3,55
360,24,1,0,2,2,6
361,25,4,1,3,0,1
362,25,4,3,1,1,3
363,26,1,3,1,1,2
364,22,2,2,2,3,992
365,22,4,3,3,0,6
366,23,6,3,0,2,2
367,24,1,1,2,0,1
368,26,2,2,1,3,114
369,22,6,2,0,2,23
370,23,1,0,2,3,4
371,23,3,0,3,3,2
372,24,4,2,0,3,33
373,24,6,1,2,1,2
374,25,4,3,0,1,1
375,23,0,2,3,1,16
376,23,3,2,1,3,64
377,23,4,0,2,1,2
378,25,1,2,3,3,73
379,25,3,3,0,3,1
380,25,4,2,3,3,94
381,26,1,1,3,1,1
382,23,6,1,2,2,4
383,24,3,3,3,3,4
384,25,1,3,1,2,4
385,25,5,1,1,0,1
386,25,6,1,3,1,1
387,26,0,3,3,2,16
388,22,3,1,1,2,13
389,22,4,3,2,2,5
390,22,6,0,2,1,3
391,23,0,2,1,1,24
392,23,1,2,2,1,2667
393,23,3,2,0,3,20
394,23,6,2,1,0,21
395,24,2,3,3,1,7
396,24,2,3,3,2,12
397,25,0,2,0,1,14
398,25,3,1,1,0,1
399,25,6,0,2,3,3
400,26,0,2,0,1,7
401,26,0,4,4,3,1
402,22,1,1,1,1,3
403,24,4,4,4,1,1
404,24,6,3,1,1,1
405,25,2,1,2,2,2
406,25,2,2,2,3,2553
407,22,6,2,1,0,10
408,24,3,3,2,1,10
409,24,4,0,0,2,5
410,25,2,1,1,2,11
411,26,0,1,1,0,4
412,26,0,2,0,3,27
413,26,1,3,1,3,4
414,22,1,1,1,0,3
415,22,2,1,3,3,4
416,23,5,2,3,2,91
417,23,6,0,0,2,2
418,24,0,2,2,0,270
419,25,4,0,2,2,2
420,25,5,3,1,3,2
421,22,4,1,3,3,3
422,23,4,3,3,1,5
423,23,4,1,1,3,9
424,25,3,1,1,1,9
425,26,0,2,1,2,87
426,22,3,2,2,1,2404
427,22,5,3,3,2,8
428,24,2,3,2,1,19
429,24,6,1,3,1,1
430,25,1,0,0,3,4
431,26,2,3,3,2,18
432,26,2,2,3,3,104
433,22,2,0,2,3,1
434,22,2,0,3,3,1
435,22,3,3,0,1,1
436,22,4,0,2,2,3
437,23,0,3,2,3,3
438,24,0,0,3,3,1
439,24,2,1,1,0,2
440,25,3,2,3,2,84
441,23,6,1,1,0,5
442,25,0,3,2,1,8
443,22,3,2,1,2,50
444,22,5,2,1,1,26
445,22,5,0,2,1,2
446,25,0,3,1,3,7
447,22,1,2,3,3,49
448,22,3,3,1,1,2
449,23,2,1,1,2,8
450,23,2,0,2,2,5
451,23,4,3,3,3,6
452,24,4,3,0,1,1
453,24,6,3,3,2,23
454,26,0,2,0,0,11
455,25,1,3,3,3,10
456,25,4,1,2,1,11
457,25,4,1,1,3,9
458,23,5,3,0,3,1
459,24,3,0,0,3,2
460,24,6,2,1,0,24
461,25,5,2,3,2,82
462,25,6,0,0,2,1
463,26,0,1,1,3,9
464,26,2,0,0,0,1
465,24,0,2,1,2,54
466,24,4,2,2,3,2015
467,25,1,3,2,1,21
468,25,2,3,2,1,16
469,25,5,3,3,3,10
470,23,1,3,0,1,1
471,23,2,2,3,0,7
472,24,4,2,1,2,107
473,24,4,3,0,3,1
474,24,5,0,0,3,4
475,25,1,3,3,2,26
476,25,5,0,0,0,2
477,25,6,2,2,0,528
478,24,0,0,0,2,3
479,25,1,1,2,3,4
480,25,4,3,1,2,3
481,26,0,3,2,1,5
482,26,1,2,0,1,19
483,22,3,2,1,1,35
484,22,6,3,3,3,31
485,23,2,2,2,1,2897
486,23,5,2,0,0,10
487,24,6,2,0,3,20
488,25,1,2,0,1,26
489,25,1,0,2,2,1
490,25,2,0,0,0,1
491,22,3,2,0,1,20
492,23,0,1,1,0,23
493,24,1,1,3,3,1
494,24,2,2,0,3,28
495,24,3,3,0,3,1
496,25,0,3,0,1,2
497,25,1,1,1,1,5
498,25,4,2,1,0,23
499,22,1,3,2,3,7
500,22,2,1,2,1,11
501,22,3,2,0,3,24
502,23,2,2,3,3,51
503,24,5,1,1,2,17
504,26,0,2,2,2,3361
505,26,1,3,1,2,7
506,26,2,1,1,0,2
507,23,0,3,3,3,16
508,23,2,0,0,1,3
509,23,3,2,0,1,19
510,24,0,3,0,1,1
511,24,3,1,2,1,7
512,24,3,3,1,2,2
513,24,5,3,2,0,2
514,22,2,0,2,0,1
515,23,1,2,2,3,1343
516,23,3,2,2,3,1639
517,24,4,3,2,1,14
518,25,5,0,0,2,5
519,24,2,2,2,3,1733
520,24,3,0,2,1,3
521,24,4,0,3,1,1
522,25,1,3,2,0,3
523,25,6,3,1,1,4
524,26,0,0,2,2,5
525,26,1,2,1,0,27
526,22,0,2,0,3,1
527,22,5,2,0,0,8
528,23,6,0,2,3,4
529,25,6,3,3,1,1
530,22,2,1,2,2,8
531,22,6,1,3,3,8
532,23,3,0,3,2,2
533,24,5,3,2,3,8
534,25,2,2,1,1,41
535,25,5,2,2,0,306
536,25,6,1,2,0,1
537,23,0,0,2,1,3
538,24,0,2,2,2,2201
539,24,0,2,3,2,39
540,24,2,3,2,3,10
541,24,5,2,2,1,3136
542,25,6,3,2,3,13
543,26,1,3,2,0,2
544,23,1,1,2,1,10
545,24,2,3,1,0,1
546,24,5,3,1,3,4
547,24,6,1,2,0,2
548,25,0,2,3,3,45
549,25,2,2,0,3,37
550,25,3,0,3,2,2
551,26,2,3,1,2,3
552,22,2,3,2,1,12
553,22,5,2,2,1,2438
554,23,5,1,2,1,12
555,23,6,2,3,1,17
556,23,6,1,1,1,4
557,24,2,2,0,0,9
558,24,4,0,3,3,1
559,25,5,2,1,0,19
560,22,1,3,2,2,7
561,22,4,0,2,1,3
562,22,5,1,3,2,2
563,24,0,2,3,1,19
564,25,1,3,1,1,1
565,25,2,2,0,2,36
566,25,3,2,0,1,27
567,25,5,3,0,3,1
568,26,2,0,0,2,1
569,22,4,1,1,2,9
570,22,6,3,2,0,5
571,23,2,1,2,2,9
572,23,4,3,2,1,11
573,23,4,2,0,2,23
574,23,4,3,0,2,2
575,25,0,1,2,1,1
576,25,3,2,1,2,102
577,25,4,3,2,1,10
578,25,4,0,2,1,1
579,26,2,2,0,0,8
580,22,4,3,2,0,3
581,22,5,1,2,1,7
582,23,4,2,2,3,1424
583,24,2,2,0,1,22
584,24,6,1,2,3,6
585,25,2,0,2,0,1
586,26,2,2,1,1,35
587,23,0,1,1,3,12
588,23,1,1,1,3,6
589,23,3,1,1,3,11
590,23,4,3,2,2,12
591,24,0,0,2,1,1
592,24,0,2,1,3,44
593,24,3,3,2,0,1
594,25,2,2,1,2,117
595,25,5,1,1,1,7
596,26,0,2,2,3,2225
597,24,1,3,1,1,3
598,25,0,0,2,1,2
599,25,1,2,3,2,74
600,22,3,3,3,0,1
601,22,3,3,3,2,13
602,23,0,2,3,2,30
603,23,3,2,0,0,9
604,23,5,1,1,1,10
605,23,5,3,2,2,8
606,24,0,2,1,0,22
607,24,0,1,2,2,3
608,24,1,2,0,3,16
609,24,2,1,2,3,5
610,24,5,3,0,3,1
611,25,3,2,3,0,12
612,22,3,2,1,3,51
613,23,0,3,1,2,2
614,23,2,2,0,3,30
615,23,3,2,0,2,23
616,24,0,0,2,0,1
617,24,5,0,2,0,1
618,25,0,3,2,3,15
619,25,1,0,3,3,1
620,25,4,3,2,2,18
621,25,5,0,2,2,4
622,25,6,1,2,1,2
623,26,2,2,2,3,2860
624,22,2,0,0,2,7
625,22,4,2,2,1,2502
626,23,1,3,1,1,2
627,24,2,3,3,0,1
628,24,6,1,1,3,6
629,25,2,1,2,0,3
630,25,5,2,3,1,33
631,25,6,1,2,2,3
