,week_of_year,day_of_week,PU_borough_code,DO_borough_code,part_of_day,count
0,43,5,2,2,0,86
1,44,0,1,4,0,1
2,45,5,2,0,1,62
3,46,2,1,0,1,48
4,46,4,3,1,2,74
5,47,0,2,1,0,7
6,47,4,3,1,2,90
7,47,6,1,3,2,43
8,43,6,4,0,2,10
9,44,2,2,0,0,13
10,44,2,4,4,2,102
11,44,2,4,0,2,10
12,44,4,0,3,0,2
13,44,4,2,1,3,163
14,45,0,3,0,0,4
15,46,2,0,2,1,183
16,47,3,4,0,1,7
17,44,6,0,0,2,136
18,45,0,0,3,1,3
19,45,1,2,2,0,31
20,45,5,2,0,2,72
21,45,6,2,4,1,3
22,46,1,0,4,3,6
23,46,2,2,0,2,101
24,46,4,2,0,1,70
25,46,5,4,0,2,9
26,46,5,1,2,3,14
27,47,3,0,1,3,3
28,47,4,3,2,1,25
29,47,5,1,2,0,5
30,44,6,1,2,1,54
31,45,2,3,3,3,528
32,45,4,0,3,1,33
33,45,4,0,3,2,20
34,45,5,4,2,2,1
35,45,6,4,2,1,6
36,46,1,3,3,1,1203
37,46,2,3,0,1,23
38,46,3,4,1,0,1
39,46,4,1,1,0,63
40,46,4,3,2,0,14
41,47,0,0,3,0,1
42,43,6,4,1,0,2
43,44,4,4,1,3,1
44,44,5,0,2,0,7
45,45,2,3,2,1,142
46,45,2,3,2,2,48
47,45,4,2,1,0,37
48,45,4,0,4,2,3
49,45,6,1,4,2,3
50,45,6,3,3,3,921
51,46,1,0,3,2,20
52,46,4,0,3,0,1
53,46,5,0,1,2,14
54,47,1,0,2,2,63
55,47,3,0,2,1,141
56,47,4,2,1,2,23
57,43,6,1,3,0,14
58,44,5,1,2,1,159
59,45,0,0,2,3,4
60,45,1,0,0,1,554
61,45,4,0,2,0,6
62,46,0,0,0,2,11
63,47,0,4,4,3,2
64,47,3,2,0,0,11
65,47,3,2,4,0,3
66,44,0,2,4,1,1
67,44,1,1,0,3,9
68,44,1,3,4,3,1
69,44,3,0,0,0,73
70,44,3,0,1,0,5
71,44,3,2,4,1,1
72,45,2,1,3,3,32
73,46,1,0,3,1,33
74,46,1,3,0,3,4
75,46,6,3,0,0,2
76,47,1,3,1,1,116
77,47,3,0,3,2,12
78,47,4,1,4,1,1
79,47,5,0,0,3,43
80,43,6,4,2,1,5
