,week_of_year,day_of_week,PU_borough_code,DO_borough_code,part_of_day,count
0,13,3,0,3,0,86
1,13,3,1,1,2,12151
2,15,1,4,4,1,622
3,15,4,2,4,0,4
4,15,6,0,2,1,1530
5,15,6,1,3,3,986
6,16,0,4,2,0,2
7,17,1,3,0,1,206
8,17,3,4,2,2,17
9,14,0,1,1,1,6302
10,14,1,1,2,2,805
11,14,2,3,4,2,3
12,14,3,0,0,3,6650
13,15,1,4,1,1,49
14,16,2,3,0,2,219
15,16,3,4,2,0,7
16,16,4,4,1,1,51
17,16,5,1,3,2,1189
18,16,5,1,0,3,215
19,17,1,4,3,0,6
20,17,2,1,0,2,164
21,14,3,1,4,1,34
22,14,3,3,4,3,3
23,14,5,4,1,2,40
24,15,0,0,0,1,3863
25,15,4,1,3,0,404
26,15,4,2,1,2,1275
27,15,5,1,2,0,343
28,15,6,3,1,2,998
29,16,2,3,1,0,362
30,16,3,2,3,2,1037
31,16,5,3,3,1,5977
32,16,6,2,4,3,14
33,17,3,2,2,0,1877
34,17,4,3,1,2,1096
35,13,5,4,2,0,4
36,13,6,4,1,0,16
37,14,0,2,4,1,5
38,14,0,4,3,1,4
39,14,0,3,0,2,152
40,14,6,2,3,3,682
41,14,6,0,1,3,171
42,15,2,1,2,0,250
43,15,3,2,2,1,7057
44,16,1,1,0,3,171
45,16,2,3,0,1,189
46,16,4,2,3,0,199
47,16,6,0,2,3,1966
48,17,1,1,3,3,951
49,17,2,1,2,2,1031
50,17,4,0,4,3,1
51,13,3,3,1,0,287
52,13,5,0,3,2,214
53,14,0,3,1,1,555
54,14,2,3,2,1,1103
55,15,0,0,4,2,1
56,15,4,4,3,1,5
57,15,6,4,3,0,5
58,15,6,1,2,1,952
59,16,1,3,0,2,226
60,16,3,3,2,3,496
61,17,3,1,1,2,15561
62,13,4,0,2,1,1775
63,13,4,1,4,3,31
64,13,6,3,3,0,1762
65,14,2,2,0,3,1641
66,14,4,4,4,1,552
67,14,6,3,4,0,2
68,15,2,0,1,1,143
69,15,2,4,2,1,23
70,15,4,2,2,3,6474
71,15,5,3,3,1,5359
72,15,5,2,2,2,8464
73,16,0,3,3,0,2061
74,16,0,3,2,2,606
75,16,4,3,4,0,2
76,16,5,1,4,2,43
77,17,2,1,2,3,826
78,17,3,1,4,1,44
79,13,4,3,3,3,4186
80,13,5,0,1,0,48
81,13,5,1,4,0,7
82,14,1,2,4,3,16
83,14,2,0,2,3,1256
84,14,3,4,1,0,13
85,14,3,4,2,3,9
86,14,5,0,3,0,81
87,15,2,3,1,3,775
88,15,4,3,4,2,8
89,16,3,1,2,0,319
90,16,6,0,0,0,3968
91,16,6,0,3,1,193
92,16,6,0,4,1,2
93,17,4,3,1,0,370
94,17,4,3,2,1,1640
95,13,3,2,2,0,1574
96,13,3,1,4,0,11
97,13,4,1,1,0,3518
98,13,4,3,4,0,3
99,13,4,2,3,2,805
100,13,6,3,0,0,85
101,14,5,0,1,1,127
102,15,2,3,2,2,537
103,15,5,1,3,2,1226
104,15,5,2,4,2,32
105,17,2,3,3,0,1841
106,17,3,3,4,0,1
107,17,4,3,2,3,521
108,14,0,0,2,2,1323
109,14,0,0,4,2,2
110,14,2,3,3,0,1510
111,15,6,2,4,1,17
112,16,0,3,0,1,139
113,16,3,0,3,3,180
114,17,1,4,4,3,508
115,17,3,3,4,2,9
116,13,3,1,4,1,37
117,14,0,2,0,1,896
118,14,4,3,2,1,1151
119,14,4,2,2,3,5303
120,14,6,2,1,0,325
121,14,6,2,3,2,641
122,15,2,2,1,0,207
123,16,3,3,2,1,1409
124,16,3,4,2,3,9
125,16,4,2,0,1,1388
126,17,4,3,2,2,689
127,17,4,4,4,3,594
128,13,4,0,3,1,184
129,13,6,1,0,0,74
130,14,0,4,0,3,2
131,14,1,4,4,1,536
132,14,2,0,2,1,1804
133,14,2,1,4,2,30
134,15,2,1,4,3,41
135,15,4,1,0,3,194
136,16,0,1,2,2,1078
137,16,2,1,4,2,52
138,16,4,0,0,0,3058
139,16,4,1,4,2,36
140,16,5,1,1,0,4390
141,17,0,0,3,1,173
142,17,1,3,1,2,1013
143,13,3,4,3,1,2
144,13,4,2,1,1,684
145,13,6,2,0,2,1678
146,14,2,0,1,3,105
147,14,3,4,0,1,1
148,14,5,2,2,0,1557
149,14,5,0,1,0,50
150,15,1,3,3,0,1774
151,15,1,0,2,2,1506
152,15,3,4,0,2,3
153,15,4,3,1,3,853
154,15,5,3,2,3,647
155,16,0,2,2,1,4223
156,16,2,4,3,1,2
157,16,3,0,1,0,60
158,16,6,1,2,3,1200
159,17,0,1,3,2,934
160,17,3,0,2,2,1979
161,13,3,4,3,0,1
162,14,3,1,2,2,820
163,14,5,1,3,3,1044
164,15,0,3,0,1,124
165,15,4,3,0,3,260
166,15,5,1,2,3,1093
167,16,2,2,0,0,688
168,16,4,3,4,2,5
169,16,6,3,0,2,247
170,13,3,1,2,0,257
171,13,6,0,3,1,169
172,14,2,1,3,1,709
173,14,5,3,0,0,86
174,15,0,4,0,1,1
175,15,0,1,2,3,842
176,15,1,3,1,1,944
177,15,3,4,4,0,163
178,15,3,3,0,1,193
179,15,6,1,1,2,13416
180,16,2,4,4,3,472
181,16,4,1,1,2,13984
182,17,3,3,3,0,1991
183,17,4,0,0,1,8582
184,13,4,1,0,3,110
185,14,2,0,2,0,525
186,14,4,1,4,3,29
187,15,0,2,4,1,7
188,15,0,3,0,3,183
189,15,2,4,1,1,43
190,15,3,2,1,2,1253
191,16,1,2,4,2,28
192,16,2,4,2,2,20
193,16,4,2,4,0,9
194,16,6,1,3,1,755
195,17,2,0,1,2,151
196,17,3,4,4,2,843
197,13,5,1,2,2,924
198,13,6,4,0,1,2
199,14,1,3,2,3,403
200,14,3,4,4,3,442
201,14,4,1,0,2,142
202,14,4,1,0,3,118
203,15,0,0,1,0,68
204,15,1,1,4,3,38
205,15,3,0,2,2,1896
206,15,4,2,4,3,23
207,15,5,3,2,1,1347
208,15,5,2,0,1,1501
209,15,5,2,4,3,24
210,16,0,2,1,0,312
211,17,1,0,2,2,1790
212,13,5,3,0,3,197
213,14,1,0,0,0,2555
214,14,4,0,3,3,173
215,14,6,0,3,1,171
216,15,3,1,0,0,60
217,15,5,3,2,2,711
218,15,5,3,4,2,6
219,16,0,2,0,1,1008
220,16,3,0,2,1,2222
221,16,3,2,1,1,801
222,16,4,2,0,0,688
223,17,0,1,4,0,26
224,17,0,4,4,2,691
225,17,2,3,2,0,218
226,17,2,1,2,1,1899
227,17,2,4,4,1,658
228,17,4,4,3,1,5
229,13,4,3,3,1,4615
230,13,5,1,1,3,11284
231,14,3,0,2,0,465
232,14,4,1,2,0,277
233,14,5,2,4,1,8
234,14,5,3,4,3,7
235,15,0,2,0,2,1494
236,15,1,1,2,0,306
237,15,1,4,2,3,9
238,15,5,2,3,1,556
239,16,1,2,1,0,243
240,16,3,1,2,1,1694
241,16,4,2,0,3,2151
242,17,0,4,0,2,3
243,17,3,1,0,0,80
244,17,4,1,2,2,1189
245,14,0,4,2,3,9
246,14,3,2,4,2,31
247,14,4,4,3,2,4
248,14,5,0,4,2,3
249,15,4,0,3,1,235
250,15,4,3,4,1,5
251,15,5,1,4,0,24
252,16,4,4,1,3,42
253,16,4,2,4,3,24
254,16,5,0,4,0,1
255,17,0,2,2,0,2710
256,17,0,2,2,1,4615
257,17,2,1,4,0,12
258,13,3,0,1,0,46
259,13,4,2,0,1,1202
260,13,4,2,2,1,6298
261,13,4,0,0,3,6971
262,14,1,0,4,1,4
263,15,0,0,0,2,7061
264,15,6,1,3,2,978
265,16,1,4,4,2,839
266,16,1,0,1,3,120
267,16,2,4,3,2,2
268,16,2,3,0,3,189
269,16,3,2,0,3,2145
270,16,3,4,0,3,1
271,16,5,2,0,2,2510
272,13,5,1,3,0,330
273,13,6,0,3,2,192
274,14,4,2,4,3,16
275,14,5,1,2,1,1342
276,14,6,3,4,3,5
277,15,1,3,4,1,6
278,15,2,3,2,0,178
279,15,2,3,0,3,172
280,15,3,1,2,3,750
281,15,4,1,3,1,850
282,15,5,2,2,1,7781
283,15,5,2,1,3,1421
284,16,0,2,4,3,5
285,16,2,1,2,0,343
286,16,2,4,1,0,22
287,16,3,2,3,3,936
288,16,4,2,2,3,6587
289,16,6,0,3,0,118
290,17,0,4,2,0,9
291,17,0,3,4,2,1
292,17,2,3,0,0,79
293,17,2,0,4,3,7
294,13,3,0,0,2,8389
295,13,3,3,0,2,162
296,13,3,4,0,3,1
297,13,4,4,3,2,3
298,13,5,0,3,0,77
299,14,2,0,4,1,1
300,14,3,4,1,1,34
301,14,5,2,1,3,1142
302,14,6,1,4,1,26
303,15,2,2,2,1,6888
304,15,3,4,2,1,23
305,15,4,2,0,1,1485
306,16,1,3,0,1,240
307,16,2,0,4,3,2
308,16,5,2,4,2,24
309,16,6,2,2,3,7936
310,16,6,4,4,3,631
311,17,0,4,1,1,38
312,17,0,2,2,3,6032
313,17,3,0,4,1,2
314,17,3,0,3,2,216
315,13,5,0,2,3,1502
316,13,5,2,4,3,20
317,13,6,0,1,0,70
318,13,6,2,4,2,10
319,14,1,4,0,3,1
320,14,2,1,1,2,11755
321,14,5,4,4,1,585
322,15,0,1,0,0,89
323,15,2,0,1,3,114
324,15,3,2,2,0,1593
325,15,3,3,1,1,862
326,15,5,2,4,0,11
327,15,6,4,3,1,3
328,16,0,0,1,3,176
329,16,0,2,1,3,1012
330,16,2,3,2,1,1355
331,16,3,2,0,2,2252
332,16,5,0,0,2,11000
333,16,6,0,2,1,1647
334,16,6,0,1,2,203
335,16,6,0,4,3,5
336,17,0,0,0,3,7760
337,17,3,1,2,1,1927
338,17,3,1,0,3,184
339,17,4,3,3,3,5242
340,13,5,0,1,2,149
341,13,6,4,2,0,5
342,14,2,3,3,2,5177
343,14,3,3,3,1,4345
344,14,6,0,4,3,4
345,15,0,2,0,3,1784
346,15,2,1,2,3,614
347,15,3,0,3,0,104
348,15,4,0,2,1,2199
349,16,1,3,2,0,236
350,16,5,1,4,3,56
351,17,1,4,4,0,191
352,17,3,4,0,3,4
353,17,4,1,1,2,15584
354,13,3,2,2,3,5350
355,13,6,2,2,2,6497
356,14,0,2,3,3,574
357,14,6,2,4,1,10
358,15,0,1,3,2,798
359,15,3,2,3,1,505
360,15,5,3,1,3,1049
361,16,0,4,3,2,5
362,16,5,4,3,2,5
363,17,1,1,2,2,1013
364,13,3,0,2,2,1537
365,13,4,3,2,3,409
366,13,5,4,3,0,1
367,13,5,1,2,3,826
368,13,6,0,4,3,2
369,13,6,1,4,3,36
370,14,2,0,0,1,6118
371,14,3,0,1,0,58
372,14,4,4,1,1,32
373,14,5,3,0,2,206
374,14,6,4,0,3,3
375,15,0,3,1,1,503
376,15,5,4,3,3,4
377,15,6,4,1,2,41
378,16,2,3,0,0,101
379,16,2,3,4,3,5
380,16,3,4,4,1,674
381,16,3,2,2,2,7873
382,16,4,0,4,0,2
383,16,4,4,4,2,832
384,17,1,1,4,1,46
385,17,1,1,2,3,702
386,17,2,3,3,1,5353
387,17,4,1,3,3,1043
388,13,4,4,3,1,5
389,13,6,1,3,1,617
390,14,3,0,3,0,75
391,14,4,3,4,0,2
392,14,4,0,0,3,6677
393,14,5,3,1,0,296
394,14,6,1,2,3,830
395,15,0,2,1,1,501
396,15,0,3,2,3,548
397,15,3,4,3,0,1
398,15,4,3,3,2,6281
399,15,5,1,0,0,76
400,15,5,2,3,3,1050
401,16,5,1,2,1,1861
402,16,5,0,4,1,3
403,17,0,2,0,2,1771
404,17,4,3,0,0,78
405,17,4,4,2,0,11
406,13,4,1,0,0,54
407,14,0,1,4,2,36
408,14,1,2,1,2,1097
409,14,6,4,0,1,2
410,15,0,0,4,1,3
411,15,2,1,1,1,9402
412,15,2,4,0,1,1
413,15,3,0,0,2,10467
414,16,1,4,0,3,4
415,16,3,0,2,2,1828
416,16,3,0,3,2,215
417,16,6,1,3,3,1226
418,17,2,2,0,1,1399
419,17,3,0,1,3,160
420,14,0,0,3,1,131
421,14,0,3,1,3,668
422,14,2,1,3,3,878
423,14,3,2,0,3,1698
424,14,4,0,1,2,114
425,15,1,3,4,2,3
426,15,1,0,4,2,3
427,15,1,2,3,3,699
428,15,2,1,0,3,157
429,15,4,2,0,2,2189
430,15,6,3,1,1,790
431,16,0,4,0,1,1
432,16,3,4,3,0,2
433,16,3,1,3,2,1006
434,17,3,3,1,1,979
435,17,4,2,3,1,632
436,17,4,3,4,3,6
437,13,5,0,1,1,123
438,14,3,1,0,0,66
439,16,0,2,0,0,837
440,16,0,2,4,2,15
441,16,1,0,3,1,255
442,16,1,2,0,3,2112
443,16,2,1,1,0,4114
444,16,4,4,1,0,9
445,17,2,0,0,0,2926
446,17,3,0,1,1,135
447,13,3,1,1,1,9437
448,13,3,3,0,1,179
449,14,0,1,4,3,36
450,14,2,1,1,1,9176
451,14,3,0,3,1,197
452,14,3,2,2,2,6159
453,14,5,1,4,2,44
454,14,6,4,3,1,6
455,15,1,1,1,0,4021
456,15,2,3,2,1,1248
457,15,2,2,0,2,1975
458,16,1,0,3,3,202
459,16,4,0,1,2,142
460,16,5,2,2,0,2028
461,16,5,3,0,3,273
462,16,5,0,4,3,4
463,14,0,2,3,2,457
464,14,0,2,0,3,1555
465,14,1,2,3,1,461
466,14,2,3,0,1,147
467,14,5,4,4,0,160
468,15,2,4,3,1,7
469,15,2,2,2,3,5552
470,15,3,3,2,0,186
471,15,3,1,1,1,10005
472,16,0,1,1,2,12694
473,16,1,0,2,2,1823
474,16,1,0,2,3,1638
475,16,3,0,4,2,2
476,16,6,1,0,0,103
477,17,1,0,2,1,2313
478,17,3,1,1,3,12381
479,13,3,2,1,2,1086
480,13,5,4,2,3,7
481,14,2,0,0,0,2370
482,14,2,1,2,3,596
483,14,4,4,2,2,12
484,14,5,4,0,3,3
485,14,6,1,4,0,19
486,15,0,4,2,3,10
487,15,2,3,1,0,269
488,15,5,3,0,2,305
489,15,6,4,0,0,2
490,16,3,2,4,0,4
491,16,4,4,4,0,207
492,16,5,1,2,0,354
493,17,1,3,1,1,990
494,13,3,4,4,3,481
495,14,0,0,1,0,63
496,14,1,0,0,2,7904
497,14,3,1,2,1,1364
498,14,4,2,2,0,1469
499,14,5,1,0,1,105
500,14,6,2,1,3,967
501,15,0,3,4,0,3
502,15,2,0,1,2,105
503,16,1,1,2,1,1763
504,16,4,1,4,0,16
505,16,5,1,4,1,41
506,16,5,2,2,2,9349
507,16,5,2,3,3,1086
508,16,6,1,1,0,4959
509,17,2,0,3,1,242
510,17,4,2,1,3,1443
511,14,1,0,0,1,6561
512,14,2,3,4,0,1
513,14,4,0,4,1,1
514,14,4,2,0,3,1756
515,14,6,2,3,0,198
516,15,1,3,4,0,5
517,15,2,3,3,0,1581
518,15,4,0,4,2,7
519,15,5,3,3,2,7338
520,16,2,0,2,0,693
521,16,3,3,3,2,6353
522,16,3,4,4,3,591
523,17,0,0,3,0,117
524,17,0,3,1,3,863
525,17,1,4,3,2,1
526,17,3,0,0,3,8184
527,17,4,1,0,2,175
528,13,4,3,1,0,285
529,14,5,0,4,3,3
530,14,6,0,0,0,3263
531,14,6,2,4,0,6
532,14,6,1,0,3,157
533,15,0,2,1,3,924
534,15,1,4,3,0,1
535,15,2,2,1,2,1203
536,15,4,2,3,1,526
537,15,5,1,4,3,65
538,16,0,3,1,2,914
539,16,0,4,0,3,4
540,16,1,2,1,1,813
541,16,2,4,3,0,4
542,16,5,1,3,0,422
543,17,2,4,1,3,40
544,17,4,4,4,0,198
545,15,1,0,0,2,8522
546,15,4,3,1,1,944
547,15,5,2,0,2,2584
548,15,6,0,2,0,812
549,16,0,1,1,1,7313
550,16,2,1,4,3,47
551,16,6,0,1,1,110
552,17,1,0,0,3,7783
553,17,2,1,4,3,52
554,14,1,3,3,1,4540
555,14,2,4,4,1,562
556,14,3,3,1,0,296
557,14,3,1,1,3,9536
558,14,5,0,3,3,247
559,14,6,2,0,0,784
560,15,0,2,2,2,5468
561,15,5,4,2,2,10
562,15,5,0,1,3,229
563,16,0,4,1,1,27
564,16,1,0,3,2,229
565,16,1,1,4,2,58
566,16,2,3,2,2,613
567,16,3,3,1,3,870
568,16,4,4,4,1,603
569,16,4,3,3,1,5198
570,16,4,2,4,2,33
571,16,5,4,2,2,13
572,17,1,3,0,2,236
573,13,3,0,1,3,122
574,13,5,4,1,2,37
575,14,0,1,2,1,685
576,14,2,0,0,2,7876
577,14,3,3,0,1,172
578,14,4,1,4,1,29
579,14,6,3,0,0,76
580,14,6,4,4,0,190
581,14,6,0,4,0,2
582,15,0,1,3,3,882
583,16,4,4,2,2,10
584,16,6,3,2,3,655
585,17,1,3,3,2,6647
586,13,5,1,0,3,180
587,13,6,2,3,0,158
588,14,2,4,3,0,1
589,15,0,4,3,0,1
590,15,1,2,4,2,26
591,15,3,2,4,3,22
592,15,6,3,2,1,815
593,16,0,4,1,0,21
594,16,3,0,2,0,670
595,16,6,1,3,0,497
596,17,0,3,3,1,3443
597,17,1,1,4,3,50
598,13,4,0,2,0,549
599,13,6,2,1,0,288
600,13,6,3,1,3,783
601,13,6,3,4,3,4
602,14,1,1,1,3,9542
603,14,3,4,2,0,7
604,15,2,2,1,1,671
605,15,2,1,3,2,958
606,16,1,2,2,3,5930
607,16,4,1,4,1,47
608,16,5,0,0,0,3360
609,16,5,3,0,0,93
610,17,1,3,1,3,828
611,13,5,1,4,2,44
612,14,0,2,1,2,850
613,14,4,1,2,1,1386
614,15,2,4,2,2,8
615,15,3,4,1,2,46
616,15,3,3,1,3,882
617,16,0,2,2,0,2224
618,16,1,3,3,3,4697
619,16,2,2,1,0,222
620,16,5,0,3,0,98
621,17,0,2,3,1,392
622,17,4,0,3,3,205
623,13,3,3,1,3,751
624,13,5,0,4,1,1
625,13,6,3,3,2,5387
626,14,0,2,4,0,3
627,14,2,2,3,3,686
628,14,3,0,3,2,171
629,14,4,3,0,0,69
630,14,4,3,0,3,185
631,15,0,4,2,0,4
632,15,3,1,2,0,312
633,15,3,1,0,2,178
634,15,3,0,2,3,1662
635,15,6,1,2,0,390
636,15,6,0,0,1,6182
637,15,6,4,1,1,31
638,15,6,1,4,2,39
639,16,1,1,0,2,150
640,16,5,0,1,1,179
641,16,5,0,1,2,177
642,17,1,4,3,1,5
643,17,1,0,0,2,9506
644,17,3,1,2,0,381
645,17,3,2,3,2,1092
646,17,4,0,4,2,4
647,17,4,4,1,2,45
648,13,3,2,1,0,212
649,13,5,4,1,1,46
650,13,6,0,1,1,100
651,14,4,2,2,1,6651
652,14,6,3,0,2,218
653,15,0,4,4,0,171
654,15,1,1,4,0,14
655,15,1,2,1,2,1096
656,15,1,1,3,2,886
657,15,3,1,3,0,344
658,15,3,4,0,0,2
659,15,3,1,4,2,41
660,16,2,0,1,3,142
661,17,2,4,1,0,16
662,17,4,4,0,3,5
663,13,3,0,0,1,6585
664,13,5,3,2,2,604
665,13,6,2,3,2,651
666,14,0,2,2,0,1887
667,14,1,0,3,2,167
668,14,4,3,2,2,515
669,14,5,4,1,0,20
670,15,0,1,3,1,512
671,15,4,1,0,0,82
672,15,6,2,1,2,1109
673,16,3,3,3,1,5333
674,16,3,4,4,2,796
675,16,4,1,2,1,1833
676,16,5,2,3,1,563
677,17,0,0,4,2,2
