,week_of_year,day_of_week,PU_borough_code,DO_borough_code,part_of_day,count
0,48,3,2,2,3,135
1,48,6,3,1,2,4
2,49,3,3,3,2,61
3,50,1,0,2,0,2
4,50,1,3,2,3,1
5,50,2,3,3,1,16
6,50,2,2,2,2,219
7,50,3,3,3,2,65
8,50,4,0,0,1,1
9,51,1,3,3,0,1
10,52,1,4,1,2,1
11,52,3,2,2,0,10
12,52,4,1,0,2,1
13,49,3,2,1,3,1
14,49,3,0,3,3,1
15,50,1,4,4,1,2
16,51,4,2,0,0,3
17,51,5,2,0,0,1
18,51,6,2,0,1,3
19,51,6,3,2,3,4
20,52,3,1,1,3,31
21,52,4,3,1,2,6
22,48,2,1,1,3,43
23,48,5,2,3,2,2
24,48,6,0,1,2,3
25,50,0,0,3,2,2
26,50,1,0,3,1,7
27,50,2,2,2,1,199
28,50,2,1,1,2,81
29,51,0,3,1,3,1
30,51,2,0,2,2,6
31,52,3,2,3,3,1
32,48,2,3,1,2,6
33,48,3,2,1,3,2
34,48,5,0,2,3,2
35,49,3,3,3,3,37
36,49,3,1,1,3,36
37,49,4,2,0,3,10
38,51,0,1,0,2,2
39,51,6,3,0,1,1
40,48,3,2,1,2,4
41,48,3,1,2,2,8
42,48,6,0,0,1,4
43,50,2,0,3,2,3
44,50,2,3,0,3,1
45,51,5,0,0,0,1
46,52,1,0,2,1,4
47,48,3,1,3,1,4
48,48,4,2,2,0,9
49,50,6,2,1,2,4
50,51,2,1,1,3,23
51,51,3,2,2,3,116
52,51,6,4,4,2,1
53,52,2,2,3,3,3
54,49,0,3,1,1,2
55,49,1,1,3,1,5
56,49,1,4,4,1,1
57,50,1,3,3,2,45
58,50,2,1,3,0,1
59,50,4,1,1,1,3
60,50,4,0,0,3,1
61,50,6,0,0,2,3
62,51,2,1,3,1,7
63,51,2,1,2,3,4
64,51,4,0,0,1,3
65,52,2,2,2,3,99
66,48,4,0,3,0,2
67,48,4,0,1,1,3
68,49,1,3,3,0,3
69,50,3,3,2,0,1
70,51,1,1,2,2,7
71,51,2,2,1,2,1
72,51,4,2,2,0,10
73,51,4,3,3,3,22
74,52,0,2,0,2,7
75,52,1,1,2,3,3
76,52,2,0,3,0,1
77,52,4,2,2,2,175
78,48,2,3,2,2,5
79,48,3,3,2,2,9
80,48,4,3,1,1,3
81,48,4,1,2,2,6
82,48,6,2,2,2,151
83,49,4,3,1,3,1
84,50,2,1,2,1,6
85,50,2,3,3,3,50
86,50,5,1,2,3,4
87,51,0,2,0,2,5
88,51,2,2,3,2,4
89,52,2,0,1,3,1
90,49,1,3,3,3,36
91,50,1,3,0,2,8
92,51,4,1,0,2,2
93,52,4,0,0,2,6
94,48,2,2,2,3,158
95,49,4,1,3,0,1
96,51,0,3,1,1,2
97,51,3,0,0,2,8
98,51,4,3,2,3,1
99,52,0,3,3,2,26
100,52,1,0,1,1,3
101,52,1,3,2,2,7
102,49,0,3,2,3,4
103,49,4,3,2,2,6
104,50,0,1,4,2,1
105,50,1,1,0,3,2
106,50,5,1,3,0,1
107,50,6,0,3,2,1
108,52,1,2,0,3,3
109,52,2,3,3,1,25
110,48,2,3,0,1,2
111,50,0,1,2,0,1
112,50,4,2,3,2,2
113,50,5,1,2,2,6
114,51,5,0,2,0,1
115,48,4,3,3,1,29
116,48,6,3,2,0,2
117,49,2,3,3,0,1
118,50,3,3,3,1,28
119,50,5,0,3,1,6
120,50,5,3,0,2,5
121,51,3,1,3,2,7
122,51,4,2,2,3,87
123,49,2,2,1,0,1
124,52,1,1,0,1,1
125,48,3,3,0,2,8
126,48,4,3,3,3,46
127,49,0,0,0,2,5
128,49,3,3,2,2,2
129,49,4,2,2,0,9
130,50,0,1,3,1,1
131,50,2,3,0,2,6
132,50,3,0,3,0,1
133,51,6,0,1,2,2
134,52,3,0,2,2,2
135,51,5,2,2,3,67
136,48,2,2,0,2,8
137,49,0,0,0,0,1
138,49,6,1,0,1,1
139,49,6,2,3,2,4
140,50,3,0,2,3,1
141,51,0,2,4,3,1
142,51,3,0,3,1,6
143,51,4,2,0,3,8
144,49,5,2,0,1,4
145,50,2,0,0,3,2
146,50,3,0,2,1,3
147,50,6,0,2,1,4
148,51,0,3,2,3,4
149,51,3,0,2,0,1
150,51,4,1,3,3,1
151,51,4,0,2,3,1
152,51,5,2,2,1,29
153,52,1,1,1,3,20
154,48,2,3,1,1,3
155,48,3,3,3,0,9
156,48,4,1,4,3,1
157,49,0,0,2,3,1
158,49,6,1,1,1,19
159,50,1,0,1,2,1
160,50,3,3,2,2,4
161,51,0,3,2,2,3
162,51,2,3,2,3,3
163,51,5,1,3,1,2
164,51,6,3,0,2,2
165,52,0,2,1,2,2
166,52,2,0,1,2,2
167,48,2,0,1,1,1
168,48,5,1,2,2,7
169,50,3,2,2,0,10
170,50,6,1,1,2,79
171,52,0,2,2,0,5
172,52,1,1,0,2,3
173,49,1,2,2,0,9
174,49,3,2,1,2,4
175,50,2,1,0,1,2
176,50,3,0,0,0,1
177,51,1,2,3,1,2
178,51,2,1,1,0,1
179,51,4,3,3,2,55
180,48,4,0,2,1,1
181,49,3,2,0,0,2
182,51,4,2,0,1,5
183,52,1,2,3,1,2
184,48,3,0,2,1,2
185,48,3,0,0,2,4
186,48,4,2,3,3,2
187,49,4,3,0,1,1
188,51,1,1,0,2,3
189,52,1,0,0,3,1
190,52,2,3,3,0,7
191,49,2,1,3,3,1
192,49,6,1,2,2,9
193,50,2,3,2,2,3
194,50,4,3,3,2,20
195,51,1,1,1,3,36
196,51,3,0,3,3,1
197,51,5,1,0,1,2
198,51,5,1,2,3,2
199,48,2,1,1,2,56
200,49,3,1,1,1,21
201,49,5,2,3,1,3
202,49,5,3,3,3,40
203,50,0,0,0,1,1
204,50,6,1,3,1,1
205,51,0,2,0,0,3
206,51,3,0,0,3,1
207,51,4,1,1,2,73
208,49,1,1,0,1,1
209,49,1,2,2,3,107
210,49,4,0,1,2,1
211,49,4,0,0,2,2
212,49,4,1,1,3,32
213,50,3,3,1,2,8
214,50,3,2,2,3,32
215,51,0,0,1,2,1
216,51,1,0,3,2,2
217,51,5,1,4,2,1
218,49,2,3,3,1,26
219,49,5,3,0,1,3
220,49,5,1,2,1,5
221,49,6,0,0,2,6
222,50,6,3,1,1,3
223,50,6,0,2,3,1
224,51,1,2,2,1,186
225,52,0,1,2,3,1
226,52,1,1,1,2,55
227,52,3,1,3,2,2
228,52,1,3,2,1,5
229,48,6,2,0,2,4
230,49,3,3,1,3,1
231,49,5,4,1,1,2
232,50,0,2,0,1,2
233,50,0,3,1,1,2
234,50,2,1,1,3,42
235,51,0,1,2,1,2
236,51,1,3,3,1,19
237,48,5,2,1,1,2
238,49,1,0,0,2,2
239,49,2,3,2,1,5
240,49,2,3,3,3,39
241,50,3,3,2,3,2
242,50,4,1,1,3,12
243,51,0,2,2,3,67
244,51,0,0,0,3,1
245,51,6,0,3,3,1
246,52,3,2,0,3,7
247,49,1,2,1,3,2
248,49,6,2,0,3,5
249,51,0,3,3,2,30
250,51,1,1,3,1,7
251,51,1,2,3,2,4
252,52,3,3,1,1,1
253,52,4,3,2,1,3
254,48,3,2,1,1,2
255,48,3,1,1,2,55
256,48,5,0,2,2,1
257,49,1,0,2,2,4
258,49,6,2,1,1,3
259,50,1,3,3,1,22
260,51,3,2,0,2,8
261,51,3,0,2,3,2
262,52,0,1,0,3,2
263,49,1,2,1,2,3
264,49,2,0,3,2,1
265,49,6,0,2,0,3
266,49,6,0,1,2,1
267,50,0,1,1,1,18
268,50,4,2,0,1,1
269,50,6,2,0,0,3
270,51,5,2,0,2,3
271,52,1,1,3,2,4
272,52,2,3,1,1,1
273,48,2,2,0,0,2
274,49,6,1,4,0,1
275,50,0,3,2,2,4
276,50,1,0,0,2,5
277,50,5,3,2,1,6
278,51,3,3,0,2,7
279,52,2,0,0,1,4
280,48,3,2,0,2,11
281,48,6,1,3,1,1
282,49,0,0,2,0,2
283,49,3,1,3,1,5
284,49,3,3,0,1,2
285,49,5,0,0,1,4
286,50,2,1,1,1,21
287,50,2,2,1,2,2
288,50,4,2,2,2,97
289,51,0,2,1,2,1
290,52,0,0,1,2,1
291,50,3,1,3,1,5
292,51,0,2,2,0,17
293,51,5,3,2,2,5
294,48,4,0,2,3,2
295,49,3,1,2,3,1
296,49,5,2,0,2,8
297,49,5,4,1,2,1
298,51,6,3,3,3,27
299,48,5,2,0,0,2
300,48,6,3,3,1,21
301,49,4,2,3,3,4
302,50,0,2,2,2,162
303,51,4,1,2,1,2
304,51,4,1,3,2,4
305,51,4,0,2,2,6
306,51,6,1,4,3,1
307,51,6,0,2,3,1
308,48,2,0,0,2,5
309,48,5,3,2,2,12
310,48,6,3,1,3,2
311,49,2,1,3,0,1
312,49,2,0,1,2,1
313,49,6,3,2,1,1
314,50,2,3,2,0,1
315,51,0,0,3,3,1
316,49,0,0,1,1,1
317,49,0,2,3,2,4
318,49,6,0,2,1,1
319,50,4,3,3,3,20
320,51,2,2,0,3,7
321,51,4,1,1,3,20
322,51,5,0,0,2,1
323,51,6,0,0,3,3
324,52,2,2,1,3,3
325,48,3,0,1,1,4
326,50,0,3,1,3,3
327,50,3,2,0,1,13
328,50,6,3,1,0,1
329,51,5,0,3,2,1
330,48,2,0,2,1,2
331,48,5,2,0,2,6
332,49,1,0,2,3,2
333,50,4,1,1,2,31
334,50,5,0,3,2,1
335,50,6,1,0,1,3
336,52,0,2,0,1,6
337,52,1,2,0,1,4
338,52,2,1,0,1,2
